time,GB_Pos,GB_Neg,GB_Neu,GB_Total,US_Pos,US_Neg,US_Neu,US_Total,JP_Pos,JP_Neg,JP_Neu,JP_Total
2019-01-07 19:31:45.910000,1,1,2,4,0,3,4,7,0,0,2,2
2019-01-07 19:31:51.254000,0,1,1,2,1,1,3,5,0,0,1,1
2019-01-07 19:31:56.329000,0,0,0,0,1,1,3,5,0,0,1,1
2019-01-07 19:32:01.671000,1,0,1,2,3,0,2,5,0,0,2,2
2019-01-07 19:32:07.068000,1,1,5,7,0,2,1,3,0,0,1,1
2019-01-07 19:32:12.380000,2,0,2,4,2,0,1,3,0,0,0,0
2019-01-07 19:32:17.716000,2,1,3,6,3,1,1,5,0,0,1,1
2019-01-07 19:32:22.919000,2,0,4,6,2,5,8,15,0,0,1,1
2019-01-07 19:32:28.437000,4,1,1,6,3,1,3,7,0,0,0,0
2019-01-07 19:32:33.751000,4,0,1,5,2,3,2,7,0,0,0,0
2019-01-07 19:32:40.049000,0,1,2,3,4,1,5,10,0,0,1,1
2019-01-07 19:32:45.644000,3,2,3,8,1,1,2,4,0,0,1,1
2019-01-07 19:32:51.729000,1,0,4,5,4,1,2,7,0,0,1,1
2019-01-07 19:32:57.444000,2,0,3,5,5,0,1,6,0,0,0,0
2019-01-07 19:33:02.780000,1,1,2,4,0,0,1,1,0,0,0,0
2019-01-07 19:33:07.815000,1,0,3,4,2,1,1,4,0,0,0,0
2019-01-07 19:33:12.874000,2,0,3,5,1,0,3,4,0,0,0,0
2019-01-07 19:33:18.083000,1,0,2,3,3,0,3,6,0,0,0,0
2019-01-07 19:33:24.706000,2,0,2,4,2,1,5,8,0,0,0,0
2019-01-07 19:33:31.500000,2,1,1,4,0,1,6,7,0,0,1,1
2019-01-07 19:33:36.833000,0,0,4,4,2,1,4,7,0,0,2,2
2019-01-07 19:33:42.211000,1,0,4,5,1,1,5,7,0,0,0,0
2019-01-07 19:33:47.702000,2,1,7,10,0,1,3,4,0,0,1,1
2019-01-07 19:33:53.204000,2,0,3,5,3,0,5,8,0,0,0,0
2019-01-07 19:33:58.324000,0,0,3,3,3,1,4,8,0,0,0,0
2019-01-07 19:34:03.797000,1,1,2,4,2,1,3,6,0,0,0,0
2019-01-07 19:34:08.861000,2,0,5,7,2,1,3,6,0,0,1,1
2019-01-07 19:34:15.449000,1,0,0,1,2,0,7,9,0,0,3,3
2019-01-07 19:34:20.678000,1,0,4,5,1,0,5,6,0,0,0,0
2019-01-07 19:34:26.492000,1,3,5,9,4,2,2,8,0,0,2,2
2019-01-07 19:34:32.194000,1,1,1,3,2,1,4,7,0,0,0,0
2019-01-07 19:34:38.068000,1,2,2,5,1,1,2,4,0,0,1,1
2019-01-07 19:34:43.277000,3,1,3,7,2,0,2,4,0,0,0,0
2019-01-07 19:34:48.360000,0,0,2,2,3,2,1,6,0,0,2,2
2019-01-07 19:34:53.415000,4,0,2,6,2,2,2,6,0,0,0,0
2019-01-07 19:34:58.470000,1,1,1,3,2,0,2,4,0,0,0,0
2019-01-07 19:35:03.987000,0,1,4,5,4,1,1,6,0,0,2,2
2019-01-07 19:35:09.199000,2,2,1,5,2,1,3,6,0,0,1,1
2019-01-07 19:35:14.801000,6,0,1,7,2,0,3,5,0,0,1,1
2019-01-07 19:35:20.407000,0,2,3,5,1,1,0,2,0,0,0,0
2019-01-07 19:35:25.506000,2,0,3,5,1,0,4,5,0,0,0,0
2019-01-07 19:35:31.942000,0,0,3,3,2,0,2,4,0,0,1,1
2019-01-07 19:35:36.988000,0,1,0,1,4,2,5,11,0,0,0,0
2019-01-07 19:35:42.750000,1,0,3,4,1,0,2,3,0,0,0,0
2019-01-07 19:35:48.342000,0,0,2,2,2,1,3,6,0,0,0,0
2019-01-07 19:35:53.798000,6,0,1,7,3,1,7,11,0,0,0,0
2019-01-07 19:35:58.938000,1,1,4,6,3,3,0,6,0,0,1,1
2019-01-07 19:36:04.616000,2,1,1,4,2,0,3,5,0,0,1,1
2019-01-07 19:36:09.895000,0,0,3,3,1,2,4,7,0,0,2,2
2019-01-07 19:36:16.880000,3,0,4,7,2,2,5,9,0,0,1,1
2019-01-07 19:36:22.052000,2,0,1,3,1,1,4,6,0,0,0,0
2019-01-07 19:36:27.132000,3,0,2,5,3,3,2,8,0,0,1,1
2019-01-07 19:36:32.627000,1,1,2,4,1,0,1,2,0,0,0,0
2019-01-07 19:36:37.688000,2,1,3,6,3,0,3,6,0,0,1,1
2019-01-07 19:36:42.691000,1,4,4,9,1,1,4,6,0,0,0,0
2019-01-07 19:36:48.366000,0,0,1,1,2,1,4,7,0,0,1,1
2019-01-07 19:36:53.440000,1,1,4,6,1,2,6,9,0,0,1,1
2019-01-07 19:36:59.845000,2,1,0,3,1,2,3,6,0,0,2,2
2019-01-07 19:37:05.738000,1,0,2,3,4,0,5,9,0,0,2,2
2019-01-07 19:37:10.766000,0,1,2,3,1,0,4,5,0,0,0,0
2019-01-07 19:37:15.856000,1,0,0,1,4,0,3,7,0,0,0,0
2019-01-07 19:37:21.832000,0,1,1,2,1,0,3,4,0,0,0,0
2019-01-07 19:37:27.289000,0,1,4,5,2,1,3,6,0,0,0,0
2019-01-07 19:37:32.292000,3,0,0,3,6,0,5,11,0,0,1,1
2019-01-07 19:37:37.521000,2,0,4,6,3,1,4,8,0,0,2,2
2019-01-07 19:37:43.322000,0,1,2,3,4,2,5,11,0,0,0,0
2019-01-07 19:37:50.363000,1,1,3,5,4,1,2,7,0,0,1,1
2019-01-07 19:37:56.047000,3,1,3,7,2,4,5,11,0,0,1,1
2019-01-07 19:38:01.070000,2,1,2,5,5,1,1,7,0,0,0,0
2019-01-07 19:38:07.144000,2,0,1,3,0,1,6,7,0,0,1,1
2019-01-07 19:38:13.303000,1,0,6,7,7,3,3,13,0,0,2,2
2019-01-07 19:38:18.500000,2,0,2,4,0,1,1,2,0,0,0,0
2019-01-07 19:38:24.086000,1,1,3,5,1,0,5,6,0,0,0,0
2019-01-07 19:38:29.587000,2,1,4,7,1,1,2,4,0,0,2,2
2019-01-07 19:38:34.786000,0,0,3,3,3,1,4,8,0,0,1,1
2019-01-07 19:38:39.796000,1,0,3,4,1,0,2,3,0,0,0,0
2019-01-07 19:38:44.848000,1,0,5,6,1,0,1,2,0,0,0,0
2019-01-07 19:38:50.125000,4,1,5,10,1,1,2,4,0,0,1,1
2019-01-07 19:38:55.143000,1,1,1,3,2,2,2,6,0,0,1,1
2019-01-07 19:39:00.230000,1,1,2,4,1,1,3,5,0,0,0,0
2019-01-07 19:39:05.874000,2,0,2,4,4,0,4,8,0,0,0,0
2019-01-07 19:39:11.009000,0,1,3,4,1,1,4,6,0,0,0,0
2019-01-07 19:39:17.085000,0,1,2,3,2,1,2,5,0,0,1,1
2019-01-07 19:39:22.298000,2,0,1,3,4,1,3,8,0,0,0,0
2019-01-07 19:39:28.171000,1,0,1,2,7,1,4,12,0,0,1,1
2019-01-07 19:39:33.339000,2,0,2,4,3,2,3,8,0,0,0,0
